deal_value,days_since_created,stage_encoded,num_interactions,days_until_expected_close,closure_score,is_closed
136203.74,2,4,12,34,53.0,0
73816.21,93,0,15,47,5.0,0
17032.03,78,3,11,30,19.6,0
42069.07,62,4,1,30,24.4,0
93014.51,9,4,2,25,41.8,1
52528.86,89,1,5,84,5.0,0
634073.75,118,3,4,30,5.0,0
65355.36,36,0,14,30,5.2,0
202211.04,46,4,10,30,38.2,1
33893.67,113,0,3,81,5.0,0
184740.32,15,0,23,85,15.0,0
12978.04,82,4,18,-1,38.5,0
383194.74,94,3,6,152,5.0,0
140047.24,57,0,1,30,5.0,0
13004.6,110,2,9,5,5.0,0
76146.68,77,2,15,-5,17.4,1
30651.59,40,3,22,40,41.0,0
103171.05,76,3,0,136,5.0,0
18471.47,55,1,23,74,14.1,0
70179.86,74,0,24,167,5.0,0
28336.35,117,3,20,30,16.9,0
131189.06,119,0,20,30,5.0,0
81033.79,56,1,12,174,5.0,0
42321.09,20,1,24,151,17.9,1
100720.62,68,4,11,6,35.0,0
520472.83,78,0,0,165,5.0,0
186957.18,66,2,0,40,5.0,0
22297.17,115,4,5,-1,15.6,1
137112.79,36,1,8,159,5.0,0
17893.01,18,2,10,20,27.6,0
80092.01,41,1,24,11,25.6,1
11906.09,54,1,21,33,16.5,0
53422.69,101,2,9,159,5.0,1
17510.7,63,2,4,125,5.0,0
53732.78,102,3,11,90,6.4,0
102511.54,33,4,24,30,56.1,0
64556.0,15,1,16,22,24.3,0
17026.79,60,2,2,101,5.0,0
79713.58,3,3,10,20,42.1,0
41836.24,108,3,22,132,11.4,0
295160.65,89,3,1,67,5.0,0
701522.27,53,3,4,121,11.0,0
27669.14,65,3,20,30,32.5,0
736357.82,64,2,23,-18,30.6,0
28173.38,39,0,24,134,5.0,0
175527.67,118,0,21,-23,5.0,0
102716.39,81,0,23,8,5.0,0
177051.67,101,3,23,139,13.8,0
38876.68,117,2,8,138,5.0,0
77442.19,12,2,4,44,21.0,0
286405.79,56,2,18,30,23.2,0
173358.38,42,0,17,3,9.1,0
22412.22,12,4,21,40,58.4,1
44659.25,84,1,3,27,5.0,0
13469.56,111,4,21,30,29.7,0
171717.07,46,0,14,83,5.0,0
17075.13,50,2,8,28,15.2,1
19281.14,91,2,16,44,9.3,1
151491.15,118,3,4,54,5.0,0
23847.33,9,1,18,-3,30.6,1
50371.34,38,2,4,-12,18.8,0
848939.16,44,2,3,139,5.0,0
33415.97,112,3,1,26,5.0,0
93567.59,106,2,6,35,5.0,0
28267.3,58,2,12,-14,21.0,0
63581.61,86,2,12,137,5.0,0
121339.33,73,1,6,96,5.0,0
56835.0,12,4,1,30,39.4,1
668745.66,52,0,23,153,5.0,0
20629.33,40,3,6,106,18.4,0
40287.01,87,4,20,43,34.6,0
88992.62,119,1,13,7,5.0,0
67398.24,102,3,23,79,19.5,0
26310.49,90,3,6,30,11.0,0
16326.58,96,2,8,171,5.0,1
135146.6,93,4,23,166,23.5,0
12360.88,66,2,3,30,5.2,0
28854.03,41,3,7,119,17.8,0
34278.88,91,0,24,30,5.0,0
69465.49,41,3,0,180,5.0,0
26384.89,105,4,18,30,28.5,0
265966.05,53,3,10,27,26.4,1
17137.95,108,2,9,30,5.0,0
20823.84,45,3,0,30,18.5,1
27265.33,96,2,16,132,5.0,0
462225.77,108,4,20,25,30.1,0
44256.81,70,4,18,116,30.4,0
82168.06,84,2,11,54,5.4,0
5671.71,14,0,0,157,5.0,0
66905.49,106,2,8,144,5.0,0
1091.01,34,4,24,92,49.6,1
61297.54,9,3,15,25,44.8,1
5439.69,25,1,9,163,5.0,0
37755.98,30,4,11,30,44.0,1
27242.37,105,4,20,30,30.5,1
21933.68,84,1,16,171,5.0,0
76616.34,24,3,5,0,32.8,1
52532.98,93,1,13,30,5.0,0
19987.7,28,2,21,21,35.5,1
67632.35,104,3,19,-12,24.0,0
112060.81,45,2,18,155,14.0,1
8131.74,72,0,16,30,5.0,0
20839.47,18,0,14,36,10.0,0
92875.62,70,1,18,38,8.2,0
431368.94,31,1,23,51,23.6,0
24483.41,79,4,12,40,29.3,1
18336.8,38,1,17,93,11.3,0
41981.35,7,2,2,30,21.9,0
14245.77,25,0,15,30,9.5,0
311712.98,15,3,8,61,32.4,0
38866.43,79,3,22,169,16.4,0
68410.43,33,1,6,131,5.0,0
22674.63,22,4,0,93,29.1,0
68018.95,27,0,20,33,13.6,0
30110.96,105,4,16,153,14.2,1
18465.37,42,3,9,104,21.0,0
293447.96,89,0,12,-22,5.0,0
79827.67,80,2,22,133,9.7,0
15332.09,73,4,19,30,39.1,1
19436.68,65,3,18,45,29.0,0
31703.83,106,0,20,137,5.0,1
25493.28,38,3,1,30,21.6,0
13087.56,49,1,5,36,5.0,0
151444.19,3,1,3,82,8.9,0
14575.52,91,3,10,56,12.1,0
125167.55,75,3,10,66,15.9,0
132774.34,117,0,23,58,5.0,0
59058.45,13,3,6,37,33.4,0
131724.78,24,1,6,30,10.8,0
114451.54,70,0,24,136,5.0,0
86424.07,73,4,1,110,13.1,0
22449.13,86,3,3,157,5.0,0
51528.91,14,0,2,-4,5.0,0
11906.46,119,2,22,30,8.3,1
89431.37,77,0,14,155,5.0,0
17523.05,118,2,17,30,5.0,1
125288.97,32,0,4,172,5.0,0
79173.62,78,3,19,-5,31.1,0
34765.51,24,4,7,114,33.4,0
83150.14,103,0,7,-6,5.0,0
46496.78,60,2,2,30,6.0,0
141100.74,85,4,12,-15,33.0,0
441880.03,76,1,17,43,5.0,0
92045.74,67,3,4,112,7.7,0
415602.62,62,3,14,116,18.8,0
251475.51,59,2,9,5,15.8,0
29936.86,47,2,17,4,27.5,0
572742.0,22,0,18,168,5.0,0
4105.78,70,0,4,175,5.0,0
121709.03,52,0,21,115,5.0,0
47385.99,34,0,18,30,9.8,0
29445.95,34,0,15,12,8.6,0
73453.8,75,0,4,153,5.0,0
72806.37,102,2,12,30,5.0,0
68349.38,20,4,1,-2,40.2,0
347424.81,50,2,10,136,6.4,0
69527.4,84,2,10,30,6.8,0
154482.99,76,0,0,125,5.0,1
39984.62,98,2,14,-29,12.5,0
103387.55,62,3,23,30,36.4,0
44403.27,53,0,19,98,5.0,0
896.86,93,4,14,176,13.5,0
12330.45,90,3,20,69,21.1,1
432285.73,94,3,22,133,15.5,0
11648.81,73,2,5,149,5.0,0
35053.51,6,4,21,30,61.2,1
19494.45,100,4,2,72,9.8,0
9597.43,90,3,21,129,16.1,0
5849.29,73,4,15,53,32.8,0
99280.24,58,3,16,72,26.4,0
83667.53,43,0,11,120,5.0,0
18612.19,58,0,21,-9,9.5,0
35785.03,55,2,3,30,8.5,0
65926.13,86,0,5,30,5.0,0
137150.5,68,2,20,30,21.6,0
20551.22,90,3,4,165,5.0,0
87975.07,70,0,14,80,5.0,0
12566.01,60,3,2,25,16.5,0
95214.12,101,3,20,52,19.5,0
43189.79,90,3,0,30,5.0,0
136329.12,49,1,24,82,16.1,0
21728.53,69,4,6,30,27.3,0
228073.82,96,3,12,1,18.1,0
35119.1,91,2,4,51,5.0,0
12957.35,31,1,5,121,5.0,0
95894.53,59,2,4,31,8.2,0
139790.84,106,2,15,-11,9.3,1
9732.82,11,1,16,67,21.0,0
13183.6,56,2,21,30,26.2,1
343873.85,86,0,1,165,5.0,0
6935.3,33,4,14,-8,49.9,0
95274.87,15,0,13,126,5.0,0
3167.0,99,3,16,56,15.7,0
53929.06,47,0,9,30,5.0,0
192742.24,82,1,24,-3,14.7,0
17457.29,96,1,24,156,5.0,0
63157.6,61,4,6,30,29.7,0
14546.16,61,4,16,117,31.0,0
30366.15,70,0,4,86,5.0,0
29326.03,75,3,4,26,13.9,0
8671.04,6,1,9,91,13.1,0
34899.12,24,1,2,45,5.3,0
20725.56,10,2,15,143,22.7,1
80020.1,55,0,12,15,5.0,0
83265.08,100,2,8,30,5.0,0
36035.88,99,0,23,36,5.0,0
9369.21,88,0,14,133,5.0,0
353375.3,52,0,4,30,5.0,0
6921.71,39,2,2,174,5.0,0
2636390.84,38,1,14,-7,18.3,0
14253.53,2,2,0,81,16.3,0
66830.97,52,4,10,30,36.4,0
103535.01,9,1,10,9,21.4,0
137313.83,44,1,14,58,10.0,0
11773.07,8,2,4,30,23.6,0
16171.12,94,3,10,30,13.8,1
6672.68,18,1,12,30,18.6,0
135609.8,7,4,11,134,40.5,0
16868.93,96,2,18,30,11.2,0
44022.5,9,2,20,168,25.5,1
99523.13,89,0,2,30,5.0,0
188715.86,36,4,10,98,34.4,0
307146.02,105,3,7,165,5.0,0
31651.63,116,0,18,104,5.0,0
395156.33,26,3,22,30,46.2,0
27458.22,113,1,10,30,5.0,0
24833.55,25,2,10,5,27.0,0
98521.05,24,0,13,30,7.8,0
69980.09,80,2,9,73,5.0,0
47521.12,100,0,5,131,5.0,0
105966.57,76,0,13,-28,5.0,0
16505.4,43,4,6,-25,40.6,1
179580.38,13,1,17,-28,30.9,0
43681.27,24,2,10,-13,29.1,0
98891.45,95,4,22,30,35.5,0
26602.09,104,3,6,29,6.9,0
89639.48,112,4,7,-22,20.6,0
8015.23,91,0,23,30,5.0,0
23051.5,86,0,17,30,5.0,0
12269.11,114,4,17,173,10.5,0
58895.83,104,1,22,73,5.0,0
32596.78,12,0,18,39,15.5,0
24202.15,41,1,13,23,13.4,1
60702.06,61,1,4,30,5.0,0
55862.89,56,1,10,161,5.0,0
190474.02,69,1,2,118,5.0,0
100905.81,87,2,10,30,5.9,0
106148.22,19,0,1,8,5.0,0
373489.86,59,1,20,66,10.7,0
10296.2,2,2,10,-8,35.2,0
38858.57,4,1,22,140,21.8,0
61808.78,42,2,19,28,28.6,0
9369.47,20,1,20,30,26.0,0
23651.89,72,4,22,159,29.5,1
15690.27,17,0,9,142,5.0,0
254748.53,3,0,17,52,15.9,0
14132.26,79,2,20,-12,22.5,1
9842.14,111,4,11,131,9.6,0
118102.29,19,4,21,11,59.2,1
36883.13,42,1,2,-1,5.0,0
2094.32,62,2,15,164,5.0,0
34450.6,115,0,3,161,5.0,0
169226.11,67,2,18,15,21.4,0
31785.36,85,2,14,-10,14.5,0
10896.91,114,4,18,120,16.8,1
28123.71,109,4,9,30,18.3,1
200318.74,108,3,2,42,5.0,0
62363.63,50,4,20,172,32.8,1
44428.27,25,1,3,110,5.0,0
141142.61,92,1,16,30,5.0,0
1749356.23,75,4,24,151,31.4,1
76870.35,69,2,13,-25,19.8,0
64324.99,110,4,2,172,5.0,0
71115.61,59,1,15,81,5.0,0
127654.08,111,2,10,28,5.0,0
86460.35,86,3,16,140,11.2,0
77125.29,16,1,17,-23,29.5,1
169386.22,98,4,19,108,23.8,1
71985.59,21,3,8,157,21.0,0
17228.44,30,0,15,104,5.0,0
49548.74,46,4,7,174,20.8,0
26422.76,47,1,18,15,17.4,0
49255.99,59,4,19,30,43.3,0
48505.89,70,0,16,162,5.0,0
102980.3,81,0,22,-7,5.0,0
98702.31,95,2,19,30,12.5,0
36103.02,92,0,22,13,5.0,0
20629.49,118,3,10,162,5.0,0
113852.36,79,1,2,-24,5.0,0
20397.17,71,1,6,30,5.0,0
84603.61,99,0,23,97,5.0,0
18489.99,2,1,20,52,29.2,0
7156.65,24,4,18,107,45.1,0
94613.78,62,0,12,29,5.0,0
63935.86,51,2,6,30,12.7,0
236437.14,37,4,19,35,49.4,0
29870.91,111,1,13,30,5.0,0
65715.71,19,2,4,29,20.4,0
18917.57,50,0,17,60,5.0,0
158140.25,104,2,21,80,6.8,0
145629.85,113,3,15,79,8.2,0
112428.46,115,2,2,141,5.0,0
44206.43,42,0,22,161,5.0,0
53752.55,18,1,16,-5,26.1,0
33383.55,86,4,23,130,29.2,0
152039.55,36,4,10,30,41.2,0
125569.46,83,4,2,120,10.1,0
30494.08,22,3,16,30,41.4,0
300038.3,79,0,5,29,5.0,0
95458.93,66,1,12,30,5.0,0
13048.5,16,2,22,90,33.2,0
54177.33,116,2,0,-19,5.0,0
233020.0,36,2,4,30,15.2,0
42511.33,46,4,18,3,48.9,1
79592.09,42,3,16,-26,41.0,1
86764.32,47,3,7,30,24.9,0
18361.96,27,1,17,147,9.2,0
115357.35,6,2,2,58,19.4,0
49532.06,37,4,5,89,30.0,0
8804.34,86,2,20,150,5.0,0
3899.9,95,2,16,30,9.5,0
71817.19,68,1,5,114,5.0,0
116560.37,70,0,8,143,5.0,0
35373.46,107,1,3,48,5.0,0
116726.94,23,0,17,9,14.2,0
75009.84,99,0,21,78,5.0,0
13107.24,80,2,3,110,5.0,0
216447.41,29,4,0,-7,37.0,1
65809.75,10,1,23,40,31.0,0
105685.48,9,1,0,73,5.0,0
190882.07,38,4,8,135,28.1,0
74222.79,45,1,4,175,5.0,0
11179.18,29,1,10,30,13.3,1
14950.24,95,4,22,30,35.5,0
533287.42,89,3,8,2,16.1,0
48984.49,80,4,0,168,5.0,0
18744.71,71,0,0,85,5.0,1
28580.5,28,4,7,30,40.6,0
113026.21,40,2,20,92,23.8,1
137349.45,8,4,11,11,52.5,1
159476.56,38,1,17,71,13.5,0
196151.76,108,1,17,90,5.0,0
117898.15,47,0,10,30,5.0,0
171753.7,34,3,22,9,45.9,0
37716.13,14,1,6,75,9.3,1
15895.35,59,0,19,170,5.0,0
3858.76,90,3,24,97,22.3,0
34518.28,92,4,14,138,17.6,0
9263.93,70,2,13,30,14.0,0
116878.38,108,0,21,47,5.0,0
131014.92,41,3,15,-23,40.0,1
42278.31,42,4,10,-19,44.3,0
43453.84,86,1,3,110,5.0,0
39005.27,8,3,9,30,38.6,0
150190.7,25,0,5,107,5.0,0
12196.67,21,0,13,115,5.0,0
27287.0,32,4,2,53,32.1,1
61108.81,102,1,3,55,5.0,0
169083.01,71,3,16,110,18.7,0
62404.32,86,4,1,37,16.5,0
56369.43,119,3,9,86,5.0,0
250095.8,49,2,5,58,9.5,0
106852.35,81,2,15,30,12.7,1
25095.26,103,4,13,27,24.4,0
25427.27,63,0,9,76,5.0,0
172080.08,57,3,14,120,19.9,0
67870.05,93,3,8,-28,17.9,0
17696.97,95,3,22,-17,30.2,0
20404.7,19,0,8,153,5.0,1
4365.23,45,3,22,59,37.6,1
15023.97,103,2,2,95,5.0,0
91076.49,27,4,18,90,45.9,0
79087.03,7,3,19,147,37.2,0
188114.15,19,0,7,159,5.0,0
82330.14,69,1,12,51,5.0,0
6530.27,57,3,5,30,19.9,0
20226.61,54,0,1,-15,5.0,0
115116.23,24,3,8,30,32.8,1
56954.27,56,1,24,143,7.9,0
13650.62,117,0,18,163,5.0,0
13209.01,105,2,2,148,5.0,0
47683.56,101,2,5,7,5.0,0
29235.6,16,0,4,-20,6.2,0
33332.82,78,2,24,30,22.6,1
183610.94,22,1,12,-5,20.9,1
66142.23,104,3,17,83,12.5,0
59724.99,23,2,24,134,28.7,0
74579.84,19,4,16,134,41.9,0
371243.07,28,4,1,54,32.2,0
21778.26,61,0,4,80,5.0,0
103255.65,102,1,22,126,5.0,0
38736.93,53,2,15,30,21.1,1
366399.12,104,3,8,30,8.8,0
320046.58,80,1,18,103,5.0,0
270623.17,56,2,4,92,5.0,0
74781.64,87,2,8,30,5.0,0
75841.46,78,0,13,42,5.0,0
97156.94,106,0,11,16,5.0,0
12546.17,105,4,18,143,17.2,0
75980.05,47,3,22,84,34.5,0
21145.28,84,0,18,69,5.0,0
41638.51,41,1,0,6,5.0,0
14799.96,11,3,17,-11,49.8,0
26604.62,103,3,12,-29,19.0,0
48562.94,81,2,17,30,14.7,0
125071.47,50,4,21,85,42.5,0
20182.28,13,3,4,171,18.0,0
23691.46,97,4,15,65,24.4,0
29402.48,51,2,13,127,10.0,0
27038.55,37,1,18,30,18.9,0
12204.56,84,4,10,145,15.3,0
245743.11,54,3,14,30,29.8,0
35169.02,73,3,8,131,8.0,0
173926.82,114,1,3,150,5.0,0
96511.87,2,2,17,159,25.5,0
72063.45,35,4,24,139,44.6,0
103909.43,34,4,16,116,39.2,1
86169.2,33,2,15,104,19.7,0
20059.72,15,2,7,74,20.1,0
22869.89,71,1,6,94,5.0,0
187150.3,95,2,5,160,5.0,0
12169.56,68,1,13,30,5.0,0
44225.79,76,3,11,44,18.8,0
149613.08,1,4,12,-4,57.1,0
130379.77,36,1,3,78,5.0,0
140495.15,14,3,17,66,41.2,1
103033.99,70,2,13,30,14.0,0
388632.62,60,3,12,98,19.2,0
38312.61,8,4,10,73,45.3,0
16282.01,20,0,20,175,5.0,0
94787.2,27,0,24,-3,21.2,0
80833.98,6,0,1,0,5.0,0
50692.02,106,3,11,-30,17.2,0
31642.19,30,1,4,30,7.0,0
12822.91,50,1,20,30,17.0,0
64930.68,99,1,9,171,5.0,0
84032.45,33,1,8,137,5.0,1
45353.53,17,1,3,173,5.0,0
13449.86,51,0,14,174,5.0,0
99308.94,60,3,10,30,24.0,1
630900.5,116,2,0,76,5.0,0
68385.58,13,4,3,19,42.2,1
196936.62,95,2,17,22,11.3,0
243954.63,38,4,16,30,46.6,0
47829.84,83,2,13,-16,14.7,1
74174.83,6,1,2,-2,15.4,0
966340.56,105,4,1,81,6.4,0
180348.95,91,0,4,54,5.0,0
72043.13,106,1,17,97,5.0,0
10239.27,113,0,15,15,5.0,0
51785.54,115,2,23,174,5.0,0
5370.29,93,2,23,56,14.5,0
179670.28,15,2,1,42,17.3,0
12053.76,112,3,24,-29,28.3,0
199741.72,38,0,15,30,5.6,0
5941.34,43,0,4,30,5.0,1
36915.55,89,2,2,-20,5.0,0
23548.22,39,0,13,38,5.0,0
686513.83,68,3,10,-22,26.8,0
100046.82,11,4,8,30,46.7,0
39016.56,63,0,14,30,5.0,0
12213.02,66,0,14,19,5.0,1
40046.32,62,1,14,-6,11.0,0
27697.43,82,2,7,30,5.0,0
28827.85,98,0,20,-15,5.0,0
240045.65,119,4,14,119,11.4,0
103611.69,31,1,14,30,16.7,0
216348.68,50,2,16,38,22.2,1
236036.99,83,0,7,30,5.0,0
18317.07,55,3,18,72,29.3,1
190948.61,99,0,22,62,5.0,0
315712.63,93,0,18,131,5.0,0
150050.23,48,0,10,63,5.0,0
122132.24,83,4,7,20,25.1,0
88703.38,10,1,16,30,25.0,1
21814.24,108,1,3,30,5.0,0
36258.38,96,0,7,32,5.0,0
313548.83,42,2,3,30,12.4,0
58178.38,58,4,11,30,35.6,1
103304.42,7,2,20,118,31.1,0
4604.32,25,4,4,137,27.8,1
14008.83,17,2,11,137,17.2,0
39240.65,53,1,10,30,6.1,0
35934.21,81,4,7,30,24.7,0
41681.64,6,3,24,179,39.3,1
20684.98,92,2,0,-23,5.0,0
28896.31,114,4,4,158,5.0,0
6071.3,93,1,15,90,5.0,1
105723.06,90,0,5,30,5.0,0
63142.18,77,3,10,30,18.9,0
81134.02,26,2,14,30,28.2,0
140597.85,106,2,19,44,7.8,0
24286.36,33,4,16,47,46.4,0
16388.37,64,2,1,157,5.0,0
35791.14,64,1,13,-27,11.5,1
24059.75,42,0,24,30,13.4,0
181279.16,20,0,9,30,5.0,0
83331.82,16,0,9,-16,10.8,1
32799.32,6,3,19,145,37.7,0
7147.76,88,1,3,118,5.0,0
35559.61,80,3,2,30,10.0,0
19824.5,112,2,7,35,5.0,0
61893.72,79,0,16,-19,5.0,0
333639.69,58,1,9,162,5.0,0
60317.73,5,1,14,129,14.6,0
18419.73,75,2,8,83,5.0,0
99544.6,82,0,23,-26,6.0,1
56178.54,55,2,10,108,7.7,0
54231.02,34,3,19,78,36.0,0
6805.17,44,4,13,76,37.2,1
22655.17,97,4,23,159,23.0,0
17761.43,118,3,8,48,5.0,0
32778.66,53,3,19,30,35.1,0
40921.9,79,1,24,125,5.0,0
19972.33,74,1,16,179,5.0,0
109489.94,82,0,8,54,5.0,0
58952.9,101,1,9,139,5.0,0
11377.29,3,1,7,73,13.8,0
36644.06,88,0,2,30,5.0,0
144313.6,10,2,18,-8,40.8,1
14899.63,36,4,9,71,36.1,0
49098.65,27,2,23,173,22.6,0
58394.19,47,0,18,30,5.9,0
2885.41,15,2,19,171,22.4,0
33133.43,60,4,0,103,16.7,1
22566.73,87,2,7,120,5.0,0
2683.02,100,4,14,161,12.9,0
8077.35,40,3,19,5,41.5,0
44975.35,50,0,6,30,5.0,0
21544.21,70,4,20,120,32.0,0
37758.88,109,4,20,30,29.3,1
129712.68,114,1,15,16,5.0,0
29149.77,39,2,23,58,30.5,0
37716.0,98,0,13,-24,5.0,0
11964.35,105,1,14,45,5.0,0
38171.1,58,2,6,150,5.0,0
798465.32,12,2,11,52,27.2,1
425653.69,19,2,12,42,27.1,0
94170.0,104,2,7,30,5.0,0
44315.77,13,2,14,93,25.8,0
75260.54,26,3,15,154,26.8,1
150520.94,90,4,11,128,16.2,0
52010.2,101,1,9,-19,5.0,0
85897.09,96,1,24,155,5.0,0
50345.49,55,2,1,118,5.0,0
26455.33,10,4,7,96,39.4,1
147408.31,56,1,15,-11,14.3,0
306894.14,110,4,0,111,5.0,0
78222.48,95,1,23,98,5.0,0
11019.59,15,4,3,86,34.9,0
8208.45,62,4,15,39,37.5,0
48734.31,24,0,17,10,13.8,0
33177.36,117,3,22,49,17.0,1
47281.38,12,3,18,131,36.3,0
14029.06,68,3,4,35,15.1,0
61585.69,89,1,0,166,5.0,0
19092.37,17,1,20,166,13.3,0
340430.8,10,0,23,162,8.8,0
65762.22,87,2,21,145,5.4,0
22698.7,70,1,4,140,5.0,0
443424.75,13,0,9,149,5.0,0
30612.52,53,1,16,21,13.0,0
24215.12,22,3,24,0,52.4,1
106975.19,9,3,4,30,33.3,0
154418.75,45,3,12,49,28.6,0
44545.92,63,1,2,70,5.0,0
196381.69,79,0,20,80,5.0,0
22882.51,64,3,14,176,12.2,0
222465.01,78,4,0,92,12.4,0
47068.5,42,4,14,142,32.2,0
52264.9,17,2,5,162,8.7,0
117868.07,36,4,14,30,45.2,1
30898.44,60,3,13,30,27.0,0
21505.03,114,2,11,38,5.0,0
37978.2,107,2,0,109,5.0,1
62798.72,111,3,13,99,5.0,0
282556.22,40,4,3,76,28.4,1
60770.08,58,2,4,122,5.0,0
40346.38,110,2,15,155,5.0,0
178855.68,89,3,6,21,12.2,0
11767.57,18,2,19,115,27.1,0
93829.63,4,2,19,40,38.8,1
25056.52,111,0,20,155,5.0,0
35014.35,49,1,7,59,5.0,0
64884.45,43,4,21,96,43.5,0
17052.37,23,4,0,130,25.1,0
242993.74,22,4,20,30,55.4,1
245673.59,89,2,24,13,21.0,1
72709.62,89,1,24,-13,13.6,0
12516.03,37,0,22,144,5.0,0
45599.44,78,0,18,162,5.0,0
51393.97,14,2,19,130,26.8,0
21662.24,47,1,20,79,13.0,0
60733.88,103,2,0,-21,5.0,0
16341.52,4,4,18,122,49.6,0
193886.39,80,0,13,-7,5.0,0
81589.87,8,2,10,3,32.3,0
86092.93,70,4,2,129,13.1,0
40057.1,115,1,2,137,5.0,0
545263.68,37,4,20,55,48.4,0
9393.49,77,0,19,131,5.0,0
231367.36,8,4,18,162,44.4,1
38021.05,102,1,10,30,5.0,0
87932.37,13,4,12,33,49.8,1
92321.65,114,3,12,30,9.8,0
49393.74,103,1,14,97,5.0,0
114990.44,70,4,14,-22,40.2,0
20879.41,37,3,21,92,35.7,0
41078.4,38,3,1,166,8.0,0
12705.15,45,4,15,61,40.4,0
65708.72,39,1,6,102,5.0,0
23827.45,47,3,1,4,21.5,0
49175.74,88,4,19,89,28.7,1
356324.04,56,1,6,101,5.0,0
46399.68,69,0,19,109,5.0,0
135935.04,26,0,9,173,5.0,0
235011.74,117,3,17,145,5.0,0
117640.92,19,0,0,84,5.0,0
4328.45,66,2,22,18,25.4,0
13527.68,37,2,3,167,5.0,1
11806.77,96,1,23,92,5.0,0
50851.86,55,2,16,30,21.5,0
79204.34,43,3,21,178,25.3,1
82411.1,118,3,10,33,6.3,0
1476576.94,20,1,16,30,22.0,1
63352.96,38,2,21,30,31.6,0
254841.89,19,4,24,-14,64.7,1
95317.26,103,1,14,168,5.0,0
26908.65,94,3,3,62,5.0,0
22537.51,31,2,23,30,35.7,1
11629.1,43,2,13,76,17.5,0
28472.46,101,4,23,160,21.7,0
251166.31,57,1,3,30,5.0,0
8244.41,65,3,9,108,13.7,0
27065.22,102,0,24,180,5.0,0
107698.33,55,3,3,30,18.5,0
25972.75,17,2,14,74,26.5,0
49005.41,100,0,23,38,5.0,0
36159.25,90,4,5,107,12.3,0
73622.29,68,3,4,13,17.3,0
62143.9,58,3,6,164,7.2,0
28128.84,119,2,5,21,5.0,0
20506.12,30,4,4,39,36.1,1
46994.31,59,2,14,30,18.3,0
372242.18,55,3,11,30,26.5,0
68061.92,107,3,3,30,5.0,0
4351.02,39,3,16,30,36.3,1
246569.65,75,1,13,12,5.0,0
64763.9,76,2,11,88,5.0,0
111240.69,62,0,14,100,5.0,0
17846.14,114,1,12,30,5.0,0
724336.02,55,1,3,62,5.0,0
306728.7,4,4,3,75,39.3,1
25095.04,74,1,22,27,12.1,0
43937.33,73,0,1,120,5.0,0
17337.53,38,4,15,17,46.9,0
93734.43,81,3,2,96,5.0,0
24370.5,107,3,16,137,5.2,0
30873.79,116,3,22,-3,22.5,0
60311.93,1,2,22,51,41.6,0
128225.42,52,0,23,8,11.6,0
31065.76,42,2,2,154,5.0,0
52781.76,70,1,20,174,5.0,0
35593.96,114,2,5,61,5.0,0
226424.31,3,1,16,127,17.4,0
22766.37,40,1,21,108,13.2,1
39449.9,19,2,2,30,18.3,0
104721.04,76,2,10,134,5.0,0
177883.42,15,1,18,-6,29.1,0
27916.38,114,3,17,30,14.8,0
10444.78,92,3,4,165,5.0,0
299809.04,5,0,15,157,5.0,0
89066.26,94,4,12,116,17.2,0
10946.84,103,1,19,30,5.0,0
49753.61,94,4,13,30,26.8,0
78109.12,77,3,8,11,18.8,0
21719.64,104,4,6,35,16.3,0
425151.01,31,0,21,162,5.0,0
20952.76,68,0,12,30,5.0,0
52297.74,59,3,12,-21,31.4,0
37958.3,61,3,1,30,14.7,1
16265.97,35,4,23,57,51.8,1
63270.65,49,3,10,-13,31.6,0
62200.95,26,1,15,30,19.2,1
150428.28,79,3,1,145,5.0,0
562161.11,45,3,15,-22,38.7,0
8534.52,3,4,8,30,49.1,1
74472.73,11,3,0,165,15.2,0
64973.91,20,1,21,126,17.4,1
50313.04,79,1,21,72,5.1,0
8303.27,47,0,14,48,5.0,0
12322.95,99,1,1,30,5.0,0
201503.75,113,3,24,92,15.9,0
9181.39,89,3,8,42,12.1,0
113849.18,47,1,15,55,10.4,0
147803.68,52,4,15,-26,47.0,0
119473.74,19,4,23,30,59.3,0
11985.31,9,1,13,30,22.3,0
236631.68,81,0,17,35,5.0,0
137477.44,17,4,13,-28,55.7,0
24149.61,44,4,22,30,50.8,1
27887.41,10,4,10,98,42.2,0
11293.89,15,2,6,30,23.5,0
38606.94,95,0,0,175,5.0,0
70859.61,21,3,19,40,43.7,1
150034.85,44,1,2,30,5.0,0
13126.85,73,4,9,56,26.5,1
61873.26,66,1,0,132,5.0,0
25299.62,47,2,24,25,32.4,1
73164.04,37,3,14,139,24.0,0
80442.17,6,0,14,50,12.2,0
48775.64,91,0,23,136,5.0,0
72628.85,19,2,19,-8,39.1,0
525364.28,96,0,1,30,5.0,0
35771.78,5,3,22,30,52.5,0
150307.32,40,0,16,59,5.0,0
90926.26,103,3,19,30,20.1,0
36358.29,30,2,12,69,21.1,0
22497.5,85,3,2,90,5.0,0
75398.88,20,4,16,139,41.1,0
57280.41,67,2,0,179,5.0,0
19969.98,28,1,21,160,11.6,0
22220.76,111,1,8,30,5.0,0
46521.32,83,3,21,30,28.1,1
14828.67,15,0,0,52,5.0,0
160258.57,50,3,20,152,24.8,0
12862.66,51,1,6,81,5.0,0
117130.4,83,2,13,98,5.0,0
67606.4,48,1,20,128,7.8,0
57404.85,4,0,3,120,5.0,0
